"V1","V2","V3","V4","V5"
0,0,0.256924238256924,0.555469470666408,0
0.121454245242909,0,0.594202052594202,0.444402807333208,0
0.878545754757092,0,0,0,0.0852446300852446
0,0.847844409847844,0.148873709148874,0.69031670107095,0
0,0,0,0,0.914755369914755
0,0.152155590152156,0,0.199132783597398,0
0,0,0.943307477943307,0.110550515331652,0
1,0.270904501083618,0,0,0
0,0.561838738247355,0.0566925220566925,0.309925331,0.26390959026391
0,0,0,0,0.73609040973609
0.182098499364197,0.167256760669027,0,0.690074669,0
0,0,0.968542653968543,0,0
0.817901500635803,0.792837429585675,0,0,0
0,0,0.0314573460314573,0.000272301000272301,0.496944388496944
0,0,0,0,0.503055611503056
0.757543891515088,0.207162570414325,0,0.999727698999728,0
0,0,1,0,0.278345467835036
0.242456108484912,1,0,0,0
0,0,0,0.777834399777834,0.537585735612757
0,0,0,0.000119294000119294,0.184068796552206
0,0,0,0.222046306222046,0
0,0,1,0,1
1,0.997352840997353,0,0,0
0,0,0,0.11123976922248,0
0,0,0,0.0888734291777469,0
0,0.00264715900264716,0,0.799886801599774,0
0.0285060750570121,0,1,0,1
0.971493924942988,0.877160179,0,0,0
0,0,0,0.289133153289133,0
0,0,0,0,0
0,0.122839821,0,0.399662346399662,0
0.714652488429305,0,1,0.311204500311205,1
0.285347511570695,0.868403736736807,0,0,0
0,0.052273491104547,0,0.13300501526601,0
0,0,0,0.333058438666117,0
0,0.0793227721586455,0,0.000117997000235994,0
0.105936302105936,0,1,0.533818549067637,1
0.894063697894064,0.741978128483956,0,0,0
0,0.258021871516044,0,0.311368528622737,0
0,0,0,0.688631471377263,0
0,0,0,0,0
0.211879225,0,1,0,1
0.788120775,0.483100763483101,0,0,0
0,0.516899236516899,0,0.000276191000276191,0
0,0,0,0.512323587512324,0
0,0,0,0,0
0,0,1,0.4874002214874,1
1,0,0,0,0
0,1,0,0.154638172154638,0
0,0,0,0,0
0,0,0.00587393200587393,0,0
0.015248245,0,0.994126067994126,0.845361827845362,1
0.984751755,0,0,0,0
0,1,0,0.909942058819884,0
0,0,0,0,0
0,0,0.327582149327582,0,0
0.482642075965284,0,0.610524978610525,0.0900579411801159,1
0.517357924034716,0,0,0,0
0,1,0.0618928720618929,0.424593881849188,0
0,0,0,0,0
0,0,0,0.421063687842127,0
0.432051332432051,0,0,0.154342430308685,0.99849002299849
0.567948667567949,0,0,0,0
0,1,1,0.908493672908494,0
0,0,0,0,0.00150997700150998
0,0,0,0.090502053090502,0
0.695236928695237,0,0,0.00100427400100427,0.408261891224786
0.304763071304763,0,0,0,0.123452499370357
0,1,1,0.647721386647721,0
0,0,0,0,0.468285609404857
0,0,0,0.154046240154046,0
0.0836426440836427,0,0,0.198232373198232,0.466801564400405
0.916357355916357,0,0.0462711550462712,0,0.506979675520939
0,1,0.953728844953729,0,0
0,0,0,0,0.0262187600786563
0,0,0,0.112494229112494,0
0.0422158080422158,0,0,0.887505770887506,0.321844363965533
0.957784191957784,0,0.450104283900209,0,0.0110904580332714
0,1,0.549895716099791,0,0.347911414043734
0,0,0,0,0.319153763957461
0.0271809100815427,0,0,0,0
0.463162099389486,0,0,1,0
0.509656990528971,0,0.0910486010910486,0,0
0,1,0.908951398908951,0,0.110765763110766
0,0,0,0.286872401286872,0.889234236889234
0.819816806639634,0,0,0,0
0,0,0,0.713127598713128,0
0.180183193360366,0,0,0,0
0,1,1,0,0.70495012070495
0,0,0,0.401242732401243,0.29504987929505
0.800371109600742,0,0,0,0
0.0503427431006855,0,0.0141577410141577,0.598757267598757,0
0.149286147298572,0,0,0,0
0,1,0.985842258985842,0,0.317713601317714
0,0,0,0.000313795000313795,0.682286398682286
0.835185631835186,0,0,0.861994921861995,0
0,0,0.432631594297895,0.137691283137691,0
0.164814368164814,0,0.0566685701700057,0,0
0,1,0.5106998355321,0,0.209378588209379
0,0,0,0,0.790621411790621
0.650517666301035,0,0,0.225907153,0
0.041261482082523,0,0.597257664597258,0.774092847,0.0496652310496652
0.308220851616442,0,0.402742335402742,0,0
0,1,0,0,0.28462980228463
0,0,0.292653435585307,0,0.665704966665705
0,0,0.236156710472313,0.00146135200146135,0
0.20756505283026,0,0.465700385931401,0.998538647998539,0.407557533407558
0.79243494716974,0,0,0,0
0,1,0.00548946801097894,0,0.196993921196994
0,0,0.183577475367155,0,0.395448545395449
0,0,0.208369261416739,0.130785843130786,0
0.0966022581932045,0,0,0.869214156869214,0
0.903397741806795,0,0,0,0.0107384100322152
0.0119144940357435,1,0.608053263216106,0,0.346498687039496
0.117348403352045,0,0,0,0.642762902928289
0,0,0,0.669398110669398,0
0.654941919964826,0,0.0245771540245772,0.330601889330602,0.233674229168371
0.215795182647386,0,0,0,0.322021150610106
0.0384276001152828,1,0.975422845975423,0,0.43173207215866
0.499222968497669,0,0,0,0.0125725480628627
0,0,0,0.373996617,0
0.0765362182296087,0,0.804020726,0.626003383,0.506468137506468
0.38581321315744,0,0,0,0.493531862493532
0,1,0.195979274,0,0
0,0,0,0,0
0,0,0,0.99721993199722,0
0.0968031800968032,0,0.0921586140921586,0.00278006800278007,0.0984973480984973
0.903196819903197,0,0.0682654240682654,0,0.901502651901503
0,1,0.839575961839576,0,0
0,0,0,0,0
0,0,0,1,0
0.149733500149733,0,0,0,0
0.850266499850266,0,0.168758849337518,0,0.755438091755438
0,1,0.831241150662482,0,0
0,0,0,0,0.244561908244562
0.0116914590233829,0,0,1,0
0.398026332796053,0,0,0,0
0.590282208180564,0,0.526798699053597,0,0.244192198244192
0,1,0.473201300946403,0,0
0,0,0,0,0.755807801755808
0.149844365449533,0,0,1,0
0.567093511701281,0,0.327627532655255,0,0
0.283062122849186,0,0.251308506502617,0,0.987428091987428
0,1,0.421063960842128,0,0
0,0,0,0,0.0125719080125719
0,0,0,0.977923466977923,0
0.540214742080429,0,0.759408016759408,0.0220765330220765,0.256148178256148
0.45978525791957,0,0,0,0.743851821743852
0,1,0.240591983240592,0,0
0,0,0,0,0
0,0,0,1,0
0.774933594,0,0.586952730586953,0,0.763781544
0.225066406,0,0,0,0.236218456
0,1,0.413047269413047,0,0
0,0,0,0,0
0,0,0,0.475904559475905,0
0.429047956429048,0,1,0.524095440524095,0.609635459609635
0.570952043570952,0,0,0.0214204160428408,0.390364540390365
0,1,0,0,0
0,0,0,0.194232780388466,0
0.0114113840228228,0,0,0.241156192482312,0
0,0,1,0.543190611086381,0.0125725480125725
0.988588615977177,0,0,0.00065676500131353,0.987427451987428
0,1,0,0.422450754844901,0
0,0,0,0.573585960147172,0
0.250809124250809,0,0,0.00330652000661304,0
0,0,1,0,0.0466627800466628
0.749190875749191,0,0,0,0.953337219953337
0,1,0,0,0
0,0,0,1,0
0,0,0,0,0
0,0,1,0,0.64019507256078
1,0,0,0,0.335388560341554
0,1,0,0,0
0,0,0,1,0.0244163670976655
0,0,0,0,0
0,0,1,0,0.434233269868467
1,0,0,0,0.111070625222141
0,1,0,0,0
0,0,0,1,0.454696104909392
0.321322660642645,0,0,0,0
0.211879362423759,0,1,0,0.367548663735097
0.466797976933596,0,0,0,0
0,1,0,0,0
0,0,0,0.806878469806878,0.632451336264903
0.477553928477554,0,0,0,0
0,0,1,0.193121530193122,0.524673448524673
0.522446071522446,0,0,0,0
0,1,0,0,0
0,0,0,0.056969436,0.475326551475327
0,0,0,0,0
0.172613324172613,0,1,0.943030564,0.0984967001969934
0.827386675827387,0,0,0,0
0,1,0,0.0567463341134927,0.246254068492508
0,0,0,0.409634156819268,0.655249231310498
0.295384230295384,0,0,0.43833992087668,0
0.0392658750392659,0,1,0.0952795881905592,0.196993921196994
0.66534989466535,0,0,0,0.0426326880426327
0,1,0,0.655375656655376,0.112471538112472
0,0,0,0,0.647901852647902
0.914473937828948,0,0,0.344624343344624,0
0.0109653280219307,0,0.891114413891114,0,0
0.0745607341491215,0,0,0,0.313297332626595
0,1,0.108885586108886,0,0
0,0,0,0.425668176,0.686702667373405
0.19520321458561,0,0,0.574331824,0
0.495557596486673,0,0.555924603555925,0,0
0.309239188927718,0,0,0,0.254378218254378
0,0.374047835748096,0.444075396444075,0,0
0,0.0701079541402159,0,0.709027514418055,0.745621781745622
0,0.555844210111688,0,0.253696332507393,0
0.594532179,0,0.852900693852901,0.0372761530745523,0
0.405467821,0,0,0,0.986336291986336
0,1,0.147099306147099,0,0
0,0,0,0,0.0136637080136637
0.0503427100503427,0,0,0.90412971490413,0
0.0130250880130251,0,0.988051151988051,0.0958702850958703,0
0.936632201936632,0,0,0,0.639055295639055
0,1,0.0119488480119488,0,0
0,0,0,0,0.360944704360945
0.010741004010741,0,0,1,0
0.121386897121387,0,0.553888824107778,0,0
0.867872098867872,0,0,0,0
0,1,0.446111175892222,0,0
0,0,0,0,1
0.0899444240899444,0,0,1,0
0.451703440451703,0,0.026771144,0,0
0.458352135458352,0,0,0,0
0,1,0.973228856,0,0
0,0,0,0,1
0,0,0,1,0
0.431242856431243,0,0,0,0
0.568757143568757,0,0,0,0
0,1,1,0,0
0,0,0,0,1
0,0,0,0.910883501910884,0
0.775545121775545,0,0,0.0891164980891165,0
0.224454878224455,0,0.0115948640115949,0.0887333881774668,0.572760626572761
0,0.929891442929891,0.988405135988405,0.0243560870487122,0
0,0,0,0,0.427239373427239
0,0.0701085570701086,0,0.886910524773821,0
0.641981423641981,0,0,0,0
0.358018576358019,0,0.0955953900955954,0.755357697755358,0.428618757428619
0,0.924632684924633,0.904404609904405,0.159852749159853,0
0,0,0,0.0847895530847896,0.571381242571381
0,0.0753673150753673,0,0,0
0.236585261236585,0,0,0,0
0.763414738763415,0,0.707948869707949,0,0.161688192161688
0,0,0.292051130292051,0.348508306348508,0
0,0.182930845365862,0,0.651491693651492,0.838311807838312
0,0.817069154634138,0,0,0
0.220048923220049,0,0,0,0.0183122750366246
0.779951076779951,0,0.276362853276363,0,0.529361881058724
0,0.181301692543905,0.723637146723637,0.621556438243113,0
0,0.334407196003222,0,0.265268505530537,0.452325843904652
0.530337628591013,0.484291111452873,0,0,0
0.0399369031198107,0,0,0.11317505622635,0.315144446260578
0.429725468289176,0,0.390356760390357,0,0.0261111361044445
0,0.00363846600727693,0.609643239609643,0.867073996601222,0.0161098850644395
0,0.541447529082895,0,0.0239606010718818,0.642634532570538
0,0.454914004909828,0,0.043907347131722,0
0,0,0,0.0650580551951742,0
1,0,0.698336431698336,0.111193017222386,0.0116065260348196
0,0.886918230886918,0.301663568301664,0.750004539500009,0.207105382621316
0,0,0,0.138802443277605,0.781288091343864
0.409371580818743,0.113081769113082,0,0,0
0.0226133420452267,0,0,0,0
0.56801507713603,0,0.50752978450753,0,0
0,0.780134050780134,0.49247021549247,0.757715701515431,0.123752679123753
0,0,0,0.242284298484569,0.876247320876247
0.050342743201371,0.219865949219866,0,0,0
0.272783383091134,0,0,0,0
0.676873873707496,0,0.122824261,0,0
0,1,0.877175739,0.652725901652726,0.34509049834509
0,0,0,0.347274098347274,0.65490950165491
0,0,0,0,0
0.475244860475245,0,0,0,0
0.524755139524755,0,0.281305594281306,0.311503182311503,0
0,0.817931972817932,0.718694405718694,0.178134449178134,0
0,0,0,0.510362368510362,1
0.206311952412624,0.182068027182068,0.0108006510216013,0,0
0.129043760258088,0,0,0,0
0.664644287329289,0,0.501269121002538,0,0
0,0.747464354747464,0.48793022797586,0.378442914378443,0.111964610223929
0,0,0,0.621557085621557,0.888035389776071
0.870778030870778,0.252535645252536,0.484577362484577,0,0
0,0,0,0,0
0.129221969129222,0,0.123299412123299,0,0
0,0.235318716235319,0.392123225392123,0.331318302331318,0.142354032284708
0,0,0,0.668681697668682,0.857645967715292
0.572085059572085,0.764681283764681,0.245150757490301,0,0
0,0,0.0356553330713107,0,0
0.427914940427915,0,0.316836812633674,0.17617994052854,0
0,0.930297301930297,0.402357096804714,0.82382005947146,0.302145931302146
0,0,0,0,0.697854068697854
0.243889424243889,0.0697026980697027,0.830227800660456,0,0
0,0,0.0734157231468315,0,0
0.756110575756111,0,0.096356476192713,0.446702817786811,0
0,0.918076746918077,0,0.553297182213189,0.49672525099345
0,0,0,0,0.50327474900655
0.910679217910679,0.0819232530819232,0.574571060574571,0,0
0,0,0.393970985393971,0,0
0.0893207820893208,0,0.031457954031458,0,0
0,1,0,0.447073017894146,0.659244285318489
0,0,0,0.518458800036918,0.340755714681511
1,0,0,0,0
0,0,1,0.0344681820689364,0
0,0,0,0.0286616950859851,0
0,1,0,0.0572916221718749,0.11106983311107
0,0,0,0.148454331445363,0.88893016688893
1,0,0,0.02195334906586,0
0,0,0.937084740937085,0.743639002230917,0
0,0,0.0629152590629153,0.0825313941650628,0.196994697196995
0,1,0,0.394615687789231,0.595350643595351
0,0,0,0.0561259121122518,0.207654659207655
0.430508011291524,0,0,0,0
0.193276356579829,0,1,0.466727005933454,0
0.376215632128647,0,0,0,0.131571628131572
0,1,0,0.349905051349905,0.769931023769931
0,0,0,0.516948509516948,0.0984973480984973
0,0,0,0,0
0.1903998093808,0,1,0.133146439133146,0
0.8096001906192,0,0,0,0.300506286300506
0,1,0,0.15546016315546,0.489803275489803
0,0,0,0.78870960278871,0.20969043820969
0,0,0,0,0
0.053805513,0,0.785216363,0.0558302340558302,0
0.946194487,0,0.214783637,0,0
0,0.848316300848316,0,0,0.868649455
0,0,0,0.288705251,0.131350545
0,0.151683699151684,0,0,0
0.959225444959225,0,0.672753253672753,0.711294749,0
0.0407745550407746,0,0.166827454166827,0,0
0,0.666833938333668,0.160419292160419,0,0.562934062125868
0,0,0,0.744924005744924,0.437065937874132
0,0.333166061666332,0,0,0
0.877523896877524,0,0.794591829794592,0.255075994255076,0
0.122476103122476,0,0.0805254380805254,0,0
0,0.999237555999238,0.124882732124883,0,0.652665606652666
0,0,0,1,0.347334393347334
0,0.000762444000762444,0,0,0
0.221501847221502,0,0.256602829256603,0,0
0.778498152778498,0,0.663784591663785,0,0
0,1,0.0796125790796126,0,0.778918418778918
0,0,0,1,0.221081581221082
0,0,0,0,0
0.092637027092637,0,0.260678756521358,0,0.0189547890189548
0.907362972907363,0,0.729670749459342,0,0
0,1,0.00965049401930099,0,0.981045210981045
0,0,0,1,0
0,0,0,0,0
0.423125398423125,0,0,0,0.549460680549461
0.576874601576875,0,0.548427231,0,0
0,1,0.451572769,0,0
0,0,0,1,0.450539319450539
0,0,0,0,0
0.485433481485434,0,0,0,0.685128059685128
0.514566518514567,0,0.786487613786488,0,0
0,1,0.213512386213512,0,0
0,0,0,1,0.314871940314872
0.0110697040221394,0,0,0,0
0.231945761463892,0,0,0,0.982155164
0.756984534513969,0,0.125675000125675,0,0
0,1,0.874324999874325,0,0
0,0,0,0.866852826,0.017844836
0.776983636776984,0,0,0,0
0,0,0,0.133147174,0.115971908231944
0.223016363223016,0,0.172297472172297,0,0
0,0.959528866959529,0.827702527827702,0,0.4446501838893
0,0,0.111193089444772,0.696102458,0.439377907878756
1,0.0404711330404711,0.0608218182432873,0.303897542,0
0,0,0.390820322563281,0,1
0,0,0.3668499954674,0,0
0,0.806392739806393,0.0703147742812591,0,0
0,0,0,0.704148127,0
1,0.193607260193607,0.567057851567058,0.295851873,0
0,0,0.432942148432942,0,1
0,0,0,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0.775237809775238,0,0
0,0,0.224762190224762,0,1
0,0,0,0,0
0,1,0,0,0
0,0,0,1,0
1,0,1,0,0
0,0,0,0,1
0,0,0,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0.660908567,0,0
0,0,0.339091433,0,1
0,0,0,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0.631498280631498,0,1
0,0,0,0,0
0,1,0.368501719368502,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0.794468778794469,0,1
0,0,0,0,0
0,1,0.205531221205531,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0.690735124690735,0,1
0,0,0,0,0
0,0.076693765,0.309264875309265,0,0
0.474079149948158,0,0,1,0
0.447926520895853,0.923306235,0,0,0
0,0,0.182215081182215,0,0.874662865749326
0.0779943291559887,0,0,0,0.121159252242318
0,0.772321443772321,0.817784918817785,0,0.00417788200835576
0.152818938152819,0.0685675050685675,0,1,0
0,0.159111051159111,0,0,0
0,0,0.400156767400157,0,0
0.847181061847181,0,0,0,0.905680537
0,0.198902754,0.599843232599843,0,0.094319463
0.111126887111127,0.801097246,0,0.810997479810998,0
0.217877500217877,0,0,0.189002520189003,0
0,0,1,0,0
0.670995612670996,0,0,0,1
0,0,0,0,0
0,1,0,0,0
1,0,0,0.35503965235504,0
0,0,1,0.64496034764496,0
0,0,0,0,1
0,0,0,0,0
0,1,0,0.0990231500990232,0
0,0,0,0.900976849900977,0
0,0,0.885586618885587,0,0
0,0,0,0,0.987338621974677
0,0.991563835,0.114413381114413,0,0.00892176901784354
0,0.008436165,0,1,0.00373960900747922
0,0,0,0,0
0,0,0.77515013877515,0,0
0,0.444650831444651,0,0,0
0,0.200797065200797,0.22484986122485,0,0.657991271315983
0,0,0,1,0.342008728684017
0,0.354552103354552,0,0,0
0,0,0.421039699,0,0
0,0,0,0,0
0,0.523345005523345,0.578960301,0,0
0,0,0,1,1
0,0.476654994476655,0,0,0
0,0,0.349818822349819,0,0
1,0,0,0,0.000435682000435682
0,0.484576713484577,0.650181177650181,0,0
0,0,0,1,0.999564317999564
0,0.515423286515423,0,0,0
0,0,0.569476798569477,0,0
1,0,0,0,0.148475726148476
0,0.479189007958378,0.430523201430523,0,0
0,0,0,1,0.851524273851524
0,0.520810992041622,0,0,0
0,0,0.967719306967719,0,0
0,0,0,0,0.362738652362739
0,0,0.0322806930322807,0,0
0,0,0,1,0.637261347637261
0,1,0,0,0
0,0,0,0,0
1,0,0,0,0.797108026797108
0,0.0409612760409613,1,0,0
0,0,0,1,0.202891973202892
0,0.959038723959039,0,0,0
0.0432472133763874,0,0,0,0
0.956752786623613,0,0,0,0.885571781771143
0,0.0409619510409619,1,0,0
0,0.325978811325979,0,1,0.114428218228856
0,0.633059237633059,0,0,0
0.458329319280243,0,0,0,0.107832179107832
0.541670680719757,0,0,0,0.21555025021555
0,0,1,0,0
0,0.556923043113846,0,1,0.676617570676618
0.618496934236994,0.443076956886154,0,0,0
0.0423960730847921,0,0,0,0.756198591756199
0.339106992678214,0.480701916961404,0.0796125790796126,0,0.00275608100275608
0,0.0116143140232286,0.920387420920388,0,0
0,0.292403366584807,0,0.682290937682291,0.241045327241045
1,0.215280402430561,0,0,0
0,0,0.134357446134357,0.317709062317709,0
0,0.0502577781005156,0,0,0.515122457515122
0,0.376357617752715,0.865642553865643,0,0
0,0.0702310931404622,0,0.0195084820195085,0.484877542484878
0.638976612638977,0.503153511006307,0,0,0
0.361023387361023,0,0.393242764393243,0.980491517980492,0
0,0,0,0,0.098497997
0,0.729509787188529,0.606757235606757,0,0
0,0.0702311382106934,0,0.716832382433665,0.901502003
0.845262084690524,0.200259074600777,0,0.0703633531407267,0
0.0940107931880216,0,0.898830918898831,0.212804264425609,0
0.0607271221214542,0,0,0,0
0,1,0.101169081101169,0,0.21000020642
0,0,0,0.241573722,0.78999979358
0.949657256949657,0,0,0.758426278,0
0.0503427430503427,0,1,0,0
0,0,0,0,0.131617011394851
0,0.68437967468438,0,0,0.221952440665857
0,0.0898939120898939,0,0.565114137130228,0.646430547939292
1,0.225726413225726,0,0.234576865469154,0.0125725480125725
0,0,1,0.200308997400618,0
0,0,0,0,0.987427451987428
0,0.395436483186309,0,0,0
0.0774173581548347,0.050569013151707,0,0.191665240191665,0
0.922582641845165,0.553994503661983,0.0314573050629146,0.786381424786381,0
0,0,0.959012791918026,0.0219533350219533,0.126405675252811
0,0,0,0,0.873594324747189
0,0.233392353933569,0.00952990301905981,0,0
0.0945041770945042,0.200930752803723,0,0.0190137880190138,0
0.905495822905496,0.565676893262708,0.0749834021499668,0.399771266399771,0.00199104200199104
0,0,0.203214713406429,0.581214945581215,0.456955617456956
0,0,0,0,0.541053340541053
0,0.523573529570721,0.721801884443604,0,0
0,0.0507245811521737,0,0.0701027220701027,0
1,0.425701889277106,0.313975493627951,0.224231850224232,0.0965063671930127
0,0,0,0.705665427705665,0.207442787414886
0,0,0,0,0.683237747366475
0,0,0.686024506372049,0,0
0,0.070231787,0,0,0.0128130980256262
0.667947780667948,0.929768213,0.349173726349174,0.552523426,0
0.220859202220859,0,0,0.447476574,0.0984973481969947
0.111193017111193,0,0,0,0.425947885851896
0,0,0.650826273650826,0,0.115194627230389
0,0.413755902413756,0,0,0.36036013872072
0,0.586244097586244,0.547539303095079,0.308367376308367,0
1,0,0.117662770235326,0.691632623691633,0
0,0,0,0,0
0,0.292617966585236,0.334797926669596,0,0.668664193005993
0,0.261902986523806,0,0.00458698300458698,0.331335806994007
0,0.445479046890958,0,0.175678549175679,0
1,0,0.263949138527898,0.819734467819734,0
0,0,0,0,0
0,0,0.736050861472102,0.356564124069692,0.567922085567922
0,0.506804296027217,0,0.017367011052101,0.432077914432078
0,0.493195703972783,0,0,0
0.869835179869835,0,0,0.626068864878207,0
0.130164820130165,0,0.00248702100248702,0,0
0,0,0.997512978997513,0.0880856991761714,0.901502066901502
0,0.262182418786547,0,0.0264910620529821,0.0984979330984979
0,0.737817581213453,0,0,0
0.468481102468481,0,0,0.885423238770846,0.115712000115712
0.531518897531519,0,0.0289709330289709,0,0
0,0.200386019200386,0.971029066971029,0,0.884287999884288
0,0.404895462404895,0,0.0174156250348312,0
0,0.394718518394718,0,0,0
0.246340298,0,0,0.982584374965169,0.328938257328938
0.753659702,0,0.516005827516006,0,0
0,0.10005011530015,0.483994172483994,0.130075913260152,0.671061742671062
0,0.677686890033061,0,0,0
0,0.222262994666789,0,0,0.0997564192992693
0.0935764070935764,0,0,0.869924086739848,0.209690438629071
0.906423592906424,0,0.834640921834641,0,0
0,0.79955951979956,0.165359078165359,0.470853672470854,0.33182681299548
0,0.111155414111155,0,0.0181242690181243,0.358726329076179
0,0.0892850660892851,0,0,0.109934018109934
0,0,0,0.511022058511022,0.334717101334717
1,0.0405385861216158,0,0,0
0,0.333457382000372,1,0.418644094418644,0.555348880555349
0,0,0,0.0709928890709929,0
0,0.626004031878012,0,0,0.136454167272908
0,0,0,0.510363016510363,0.532361088064722
1,0.274369215823108,0,0,0
0,0.292750875878253,1,0.512004289512004,0.331184744662369
0,0,0,0.0487361630487362,0
0,0.43287990829864,0,0,0.025031006075093
0.0083052000083052,0.292618615585237,0.0796125272388376,0.43925954743926,0.552918912658757
0.991694799991695,0.404289529808579,0.132930456398791,0,0.420271044260813
0,0.0816678081633356,0.787457016362371,0.293595658467978,0
0,0,0,0.239510713197554,0.00177903700533711
0,0.221424046442848,0,0,0
0.4414995524415,0,0,0.466893628334468,0
0.5585004475585,0,0.510450873510451,0,0.445935475891871
0,0.069311148,0.489549126489549,0.4000666492002,0
0.289887169289887,0,0,0.159633508478901,0.554064524108129
0,0.930688852,0,0,0
0.710112830710113,0,0,0.4402998423209,0
0,0,0.103267814103268,0,0.665135077665135
0,0.708918782417838,0.896732185896732,0.00434321100434321,0.334864922334865
0.754978579,0.081677480163355,0,0.39494958239495,0
0,0.209403737418807,0,0,0
0.245021421,0,0,0.600707206600707,0
0,0,0.436096026436096,0.292485516584971,0.209567117628701
0,0,0.563903973563904,0.0176101260352203,0.790432882371299
1,0,0,0.529220544058441,0
0,1,0.293073937293074,0,0
0,0,0,0.160683813321368,0
0,0,0.706926062706926,0.657949334315899,0.419213604838427
0,0,0,0.181143615362287,0.580786395161573
1,0.0760764980760765,0,0.160907050321814,0
0,0.923923501923923,1,0,0
0,0,0,0,0
0,0.0884131100884131,0,0.25451501750903,0.307836837
0,0,0,0.74548498249097,0.692163163
1,0.813223747813224,0,0,0
0,0.0983631420983631,1,0,0
0,0.111193738111194,0,0,0
0,0.150942649150943,0,0.128876405515506,0
0,0,0,0.716475148865901,1
1,0,0,0,0
